status,confirmed,last_contacted,retailer,license,city,contact,phone,email,delivery,notes,price_points,pipeline_code,pipeline_label,region,completeness_score,price_tier
,true,2025-06-10,Floyds  BURLINGTON,413533,Burlington,Myrcedes McGee  is the buyer,360-899-4697,burlington@floydscannabis.co burlingtonfloyds.youcanbook.me  Eric@floydscannabis.co is regional manager/buyer,burlingtonfloyds.youcanbook.me,Reached out to see if we can get a restock of products. 06.10.25,$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/  give 20% off on all flower right now as credit at bottom.,I5,I5 - Near order / has ordered,NW Washington,7,premium
,true,,Floyds Mt Vernon,422796,Mount Vernon,lance is the buyer,(360) 899-4428,mountvernon@floydscannabis.co  Eric@floydscannabis.co is regional manager/buyer,,,$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/  give 20% off on all flower right now as credit at bottom.,I1,"I1 - Confirmed, cold lead",NW Washington,4,premium
,true,2025-03-06,Forbidden Cannabis Club Mount Vernon,422913,Mount Vernon,"Hannah is the Manager, Dee is the buyer",(360) 982-2207,mv@forbiddencannabisclub.com hannahw@forbiddencannabisclub.com,NO FRIDAY DELIVERIES FOR ALL LOCATIONS,"Reached out and gave them my new account manager information 02.11.25 - talked to Hannah who is the store manager about the product and how it is moving - the sales have definatley slowed down for that locaiton, i will send our driver to pick up the return today and raech out to Dee who is the new buyer to introduct myself and work on getting a new order. 02.19.25. Emailed Hannah and Dee about a restock and heads up that we are the vendor of the month for april 03.06.25",$2.50-1g /$8.50 - 3.5g/ $34 - 14g/ $68.00 - 28g/,I5,I5 - Near order / has ordered,NW Washington,7,standard
,true,2025-02-19,FORBIDDEN CANNABIS CLUB OLYMPIA,421632,Olympia,Haley is the buyer,(360) 489-1287,Olympia@forbiddencannabisclub.com - general email.   Buyer email : haleyw@forbiddencannabisclub.com,NO FRIDAY DELIVERIES FOR ALL LOCATIONS,Reached out and gave them my new account manager information 02.11.25 - Reached out to Haley about how the sales are doing and offered to participate in Featured Farm spot to ensure they are pushing FireLine 02.19.25,$2.50-1g /$8.50 - 3.5g/ $34 - 14g/ $68.00 - 28g/,I2,I2 - Contacted/has notes,South Sound,7,standard
,true,2025-03-11,FORBIDDEN CANNABIS CLUB SEATTLE,413809,Seattle,Austin is the buyer,(206) 420-2180,seattle@forbiddencannabisclub.com,NO FRIDAY DELIVERIES FOR ALL LOCATIONS,"Emailed updated contact info to Austin 02.11.25 - Reached out to Austin for a restock and to offer Featured farms involvement, I think this would really help push the brand. 02.19.25 Talked to Austin who was very helpful and comfirmed the correct buyer info and contact. Please reach out with email first and then call the store if we are not getting an answer 02.19.25 Reached out for",$2.50-1g /$8.50 - 3.5g/ $34 - 14g/ $68.00 - 28g/,I5,I5 - Near order / has ordered,Seattle Metro,7,standard
,true,2025-03-13,FORBIDDEN CANNABIS SUPER CHRONIC,425185,Lacey,Itzel Monroy is the buyer,"C:(360)508-8815
W:(360)350-0862",itzelm@forbiddencannabisclub.com,NO FRIDAY DELIVERIES FOR ALL LOCATIONS,Reached out to Itzel with the new account manager info 02.11.25. Reached out to Itzel with a offer for a credit on old prodcut that they have in stock or put it on sale to get it out of hte store and I will offer credit with the difference. I also offered potential featured farm spot. I think that would help in that area. 02.19.25 Talked to Itzel who is still the buyer and will pass on the info that we would like to do a Featured Farm with 20% of our end for 30% off in store. She will get back to me with those details. 02.19.25,$2.50-1g /$8.50 - 3.5g/ $34 - 14g/ $68.00 - 28g/,I2,I2 - Contacted/has notes,South Sound,7,standard
,true,2025-03-13,FORBIDDEN CANNABIS CLUB,422785,Carson,Adam is the buyer,(509) 427-5322,fcc.Carson.vendor@gmail.com,NO FRIDAY DELIVERIES FOR ALL LOCATIONS,"Talked to a budtender who let me know that Sonny is the owner, we are not currently in the store at this time but would love to be. I am sending samples and will touch base in about two weeks from sample delivery to see what they think. Send stickers as well. 02.19.25 Reached out about the samples and anticipate feedback and a small order 03.13.25",$2.50-1g /$8.50 - 3.5g/ $34 - 14g/ $68.00 - 28g/,I5,I5 - Near order / has ordered,Other/Unclassified,7,standard
,true,2025-02-20,Forbidden Cannabis Club,432498,Okanogan,Wesley is the buyer,(509) 322-8124,forbiddencc.okanogan@gmail.com,,"Called the store, the man who answered seemed very irritated, told me to call back and talk to his son and when I called back it went to answering machine. 02.19.25  Called and talked to a budtender who was able to confirm the email and gave me the new buyers name 02.20.25 Reached out about the samples and anticipate feedback and a small order 03.13.25",$2.50-1g /$8.50 - 3.5g/ $34 - 14g/ $68.00 - 28g/,I5,I5 - Near order / has ordered,Eastern WA,6,standard
,true,2025-03-12,Freedom Market,414280,Kelso,Brea or Shane,(360) 636-0420,freedommarketsales@gmail.com thefreedommarket420@gmail.com,,,,I2,I2 - Contacted/has notes,SW Washington,4,unknown
,true,2025-03-12,Freedom market Cathlamet corp,422459,Cathlamet,Brea or Shane,(360) 849-4504,freedommarketsales@gmail.com thefreedommarket420@gmail.com,,,,I2,I2 - Contacted/has notes,SW Washington,4,unknown
,true,2025-03-12,FREEDOM MARKET ILWACO,421757,Ilwaco,,(360) 261-7200,freedommarketsales@gmail.com thefreedommarket420@gmail.com,,,,I2,I2 - Contacted/has notes,SW Washington,3,unknown
,true,,Freeland Cannabis Co,422777,Freeland,Jimmy,(360) 544-8440,,,samples 8.21.18,,I4,I4 - Samples sent,NW Washington,3,unknown
,true,,Fresh Greens,413530,Winthrop,,(509) 996-2025,vanlotsband@gmail.com,,,,I1,"I1 - Confirmed, cold lead",Eastern WA,2,unknown
,true,,Frosted Cannabis - SPRAGUE,436837,Spokane,,(509) 798-7626,lovelymanifests@gmail.com,,,,I1,"I1 - Confirmed, cold lead",Eastern WA,2,unknown
,true,,Fweedom Cannabis,415031,Mountlake Terrace,Purchasing Contact: Sky Nielsen Main Contact: Eric Hendricks,(425) 954-0640,fweedomcannabis@gmail.com,,,,I1,"I1 - Confirmed, cold lead",Seattle Metro,3,unknown
,true,,Fweedom Cannabis,412922,Seattle,Main Contact: Eric Hendricks,(206) 734-9333,fweedomcannabis@gmail.com    hendricks.fweedominc@gmail.com,,last ordered 10.26.20,,I5,I5 - Near order / has ordered,Seattle Metro,4,unknown
,false,,GALAXY 21,421695,Seattle,,,,,,,I1,I1 - Unconfirmed cold lead,Seattle Metro,0,unknown
,true,2025-01-28,Galaxy Cannabis  - SUNLEAF CANNABIS,434220,Lynnwood,Gavin is the buyer,(425) 787-1111,galaxycannabis.gavin@gmail.com,,Emailed to see if we can get back in the store 01/28/25,$2.50-1g /$9 - 3.5g/ $36 - 14g/ $72 - 28g/,I2,I2 - Contacted/has notes,Seattle Metro,6,standard
,false,,Galaxy Cannabis,415234,Seattle,,(206) 584-3180,,,,,I1,I1 - Unconfirmed cold lead,Seattle Metro,1,unknown
,false,,GANJA VITA,415539,Belfair,,(360) 552-2942,,,,,I1,I1 - Unconfirmed cold lead,Other/Unclassified,1,unknown
Active,true,2025-02-10,GOLDEN DISPENSARIES,414292,Goldendale,Austin is the buyer,(509) 773-0700,Austin@goldendispensary.com inventory@goldendispensary.com,ACCOUNTANT@BUDHUT.NET,"Called and talked to Austin who stated he is placing an order - looking for diamonds and sauce. He is still the buyer, does not want mock orders and will try and call me back later to discuss more about his account, he was the only one budtending right now.  Emailed him my contact info. 02.14.25",$2.50-1g /$9 - 3.5g/ $36 - 14g/ $72 - 28g/,R2,R2 - Active but stale (>90 days),SW Washington,7,standard
,true,2025-04-02,GOOBIE'S DOOBIES,431222,Maple Valley,Tirzah is the buyer/Owner,(425) 358-6420,goobiesdoobiesllc@gmail.com,accepts deliveries monday -friday anytime the shop is open,Offered 420 special deals and Greenline - NC,$2.50-1g /$8.50 - 3.5g/ $34 - 14g/ $68.00 - 28g/,I2,I2 - Contacted/has notes,Seattle Metro,7,standard
,true,,Good Buds,415294,Quincy,,(509) 398-8843,gbspurchasing@gmail.com,,,,I1,"I1 - Confirmed, cold lead",Central WA,2,unknown
,true,2025-02-24,GREEN DREAMS,421642,Snohomish,David is the buyer,(425) 263-9972,greendreamscanna1@gmail.com greendreamscanna@gmail.com,,Talked to David and going to bring him samples asap. - WL,$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board,I4,I4 - Samples sent,Seattle Metro,6,premium
,true,,Greenfoot Cannabis,431005,Olympia,Ashley is the buyer,(360) 413-3017,buyer@greenfootcannabis.com,,,,I1,"I1 - Confirmed, cold lead",South Sound,3,unknown
,true,2025-02-28,Green lady Eastside,415130,Olympia,Joe,(360) 339-6096,joe@greenladymj.com,,Emailed the Green Lady team to gte updated contact information and menu. - WL Got an updated contact for Joe the buyer for both locations.,,I2,I2 - Contacted/has notes,South Sound,5,unknown
,true,2025-02-28,Green lady marijuana,423145,Kalama,Joe,,joe@greenladymj.com,,Emailed the Green Lady team to gte updated contact information and menu. - WL Got an updated contact for Joe the buyer for both locations.,,I2,I2 - Contacted/has notes,SW Washington,4,unknown
,true,2025-02-28,Green lady Marijuana,422578,Lynnwood,Joe,,joe@greenladymj.com,,Emailed the Green Lady team to gte updated contact information and menu. - WL Got an updated contact for Joe the buyer for both locations.,,I2,I2 - Contacted/has notes,Seattle Metro,4,unknown
,true,2025-02-28,Green lady Westside,416540,Olympia,Joe,(360) 529-0099,joe@greenladymj.com,,Emailed the Green Lady team to gte updated contact information and menu. - WL Got an updated contact for Joe the buyer for both locations.,,I2,I2 - Contacted/has notes,South Sound,5,unknown
,false,,Green leaf,414918,Custer,,,,,,,I1,I1 - Unconfirmed cold lead,Other/Unclassified,0,unknown
Active,true,2025-05-22,GREEN LIFE CANNABIS,414755,Wenatchee,Kat is the buyer - best way to reach her is her cell# (253) 355-7243,(509) 663-9980,buyer@greenlifecannabis.com,,They are going to do a daily deals for us one day a week with the new pricing and she has requested a top strains list from us that I sent her so she knows what to order.,$2.50-1g /$8 - 3.5g/ $32- 14g/ $64 - 28g/,R2,R2 - Active but stale (>90 days),Central WA,6,standard
,true,2025-03-13,GREEN ROADS CANNABIS,435732,Moses Lake,John Brau is the buyer,509-707-0218,john@greenroadscannabis.com grcinventory@outlook.com,,They are a new client - just ordered - he said the flower did not do to well at this store so he is goitn to skip it this round and only restock on pre rolls and dabs. 03.13.25,$2.50-1g /$9.00 - 3.5g/ $36 - 14g/ $72.00 - 28g/,I5,I5 - Near order / has ordered,Central WA,6,standard
Active,true,2025-02-06,GREEN ROOM OH INC.,422103,Oak Harbor,Kelly is the buyer - Simon is the owner,206-504-8629 -Simon's Cell  (360) 682-5755 - the store,kelley@thegreenroomwa.com,,Called and talked to Simon who is the owner - I emaied them my updated contact info so they can update there records and he was going to pass on the message to Kelly who was with a customer. 02.06.25,$2.50-1g /$8.50 - 3.5g/ $34 - 14g/ $68.00 - 28g/,R2,R2 - Active but stale (>90 days),NW Washington,6,standard
,false,,GREEN RUSH INVESTMENT,422027,Auburn,,,,,,,I1,I1 - Unconfirmed cold lead,Seattle Metro,0,unknown
,false,,GREEN STOP MT. BAKER,413801,Deming,,,,,,,I1,I1 - Unconfirmed cold lead,Other/Unclassified,0,unknown
,false,,Green Tiki Cannabis,081400,Kingston,,,,,,,I1,I1 - Unconfirmed cold lead,Peninsula/Islands,0,unknown
,false,,Green Tiki Cannabis,414931,Vancouver,,,,,,,I1,I1 - Unconfirmed cold lead,SW Washington,0,unknown
,true,2025-03-05,GREEN2GO,410273,Kennewick,Rik is the buyer,,rik@g2grec.com,,Talked to Rik. They are having issues and won't be tking on new vendors until the summer. - WL,,I2,I2 - Contacted/has notes,Eastern WA,4,unknown
,true,2025-03-05,GREEN2GO PASCO,437561,Pasco,Rik is the buyer,,rik@g2grec.com,,Talked to Rik. They are having issues and won't be tking on new vendors until the summer. - WL,,I2,I2 - Contacted/has notes,Eastern WA,4,unknown
,true,2025-03-05,GREEN2GO TOKIO,422655,Sprague,Rik is the buyer,,rik@g2grec.com,,Talked to Rik. They are having issues and won't be tking on new vendors until the summer. - WL,,I2,I2 - Contacted/has notes,Eastern WA,4,unknown
,true,2025-02-11,GREENER DAZE CANNABIS,421789,Longview,Cade is the buyer,Cell: (360) 839-5057,info@greendazecannabis.com  - send delivery/link to this email cade@mainstmj.com,Mainstmj.com/vendor-deliveries,Reached out to Cade from mainstreet with new account manager information 02.11.25,,I2,I2 - Contacted/has notes,SW Washington,6,unknown
Active,true,2025-09-23,GREENFIELD COMPANY CANNABIS MERCANTILE,414356,Clarkston,Cat Nieves,,satoricat@live.com,,placed an order on cultivera 09.23.25,$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board,R2,R2 - Active but stale (>90 days),Eastern WA,5,premium
,true,2025-02-11,GREENHAND,420898,Spokane,brittany is the buyer,(509) 919-3470,greenhandspokane@gmail.com,,Emailed to see if we can get back into her store and samples sent to her,$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board,I4,I4 - Samples sent,Eastern WA,6,premium
,false,,Greenhouse Group LLC,420407,Kelso,,,,,,,I1,I1 - Unconfirmed cold lead,SW Washington,0,unknown
Active,true,2025-02-21,GREENLIGHT,415112,Millwood,Colton is the buyer Carli is the GM,(509) 309-3193 - Colton cell # 509-209-6381,Carli@greenlightspokane.com colton@greenlightspokane.com,Monday - Thursday...no weekends,Emailed them with our new contact info and asked if they would like a restock. Talked to Joe who is the primary buyer and he confimed his email along with giving me Carli and Colton's emails and title. 02.21.25,$2.50-1g /$9.00 - 3.5g/ $36 - 14g/ $72 - 28g/,R2,R2 - Active but stale (>90 days),Other/Unclassified,7,standard
,true,,GREENS ON GOLD,414767,Centralia,Laura - buyer,(360) 807-4052,Greensongold420@gmail.com,,,,I1,"I1 - Confirmed, cold lead",South Sound,3,unknown
,true,2025-02-24,GREENSIDE,414295,Des Moines,Russ,206.878.6470,russ@greensiderec.com,,,,I2,I2 - Contacted/has notes,Seattle Metro,4,unknown
,true,2026-02-24,GREENSIDE RECREATIONAL,436502,Seattle,Daniel,206.522.4145,daniel@greensiderec.com,,last ordered 11.4.21,,I5,I5 - Near order / has ordered,Seattle Metro,5,unknown
Active,true,2025-02-13,GREENVIEW CANNABIS,420400,Longview,Shawn is the buyer,(360) 353-5445,shawn@marijuanamartwa.com,,Shawn is the buyer for this location and Marijuana Mart Rochester  and the email is correct. 02.13.25,$2.50-1g /$8.50 - 3.5g/ $34 - 14g/ $68.00 - 28g/,R2,R2 - Active but stale (>90 days),SW Washington,6,standard
Active,true,2025-06-04,GREENWAY MARIJUANA,413541,Port Orchard,Stephen is the buyer,360-443-6988    360-621-7977,stephen@greenwaymarijuana.com,Delivery hrs - Everyday of the week including weekends 8am-11pm,"Emailed Stephen with my updated contact info informing him that Cassandra is no longer here. Talked to Stephen about a restock, he gave me a budget and I put together a $4800.00 order and sent it to him for approval. 02.21.25 Calling Monday to get an order locked in asap. - WL",$2.50-1g /$9.00 - 3.5g/ $36 - 14g/ $72 - 28g/  $10 infused 8 pks and $2.50 infused 2pks,R2,R2 - Active but stale (>90 days),Peninsula/Islands,7,standard
Active,true,2025-02-24,GREENWORKS N.W.,413428,Seattle,Mason is the new buyer,(206) 492-5132,Greenworkspurchasing@gmail.com,,"Emailed them asking about a restock, they said they would put in a order soon, just waiting for inventory levels to drop more - confirmed that Mason is the buyer and the email is correct 02.24.25",$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board,R2,R2 - Active but stale (>90 days),Seattle Metro,6,premium
,true,2025-02-20,GROWERS OUTLET,415124,South Bend,Sarah is the buyer,(360) 875-8189,growersoutlet1@gmail.com,,"Emailed Sarah with the new contact info and a reach out for a restock. Called and no one answered the phone, went to an answering machine that was full . 02.20.25 - opens at 10am 02.24.25 - reached out for a restock. 03.04.25",$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board,I5,I5 - Near order / has ordered,Peninsula/Islands,6,premium
,true,,Gypsy Green,421900,Chehalis,,,gypsygreens@outlook.com,,,,I1,"I1 - Confirmed, cold lead",South Sound,1,unknown
,true,,GYPSY GREEN,421491,Olympia,,,gypsygreens@outlook.com,,,,I1,"I1 - Confirmed, cold lead",South Sound,1,unknown
,true,,HANGAR 420 Lake RD,422461,Lynnwood,"Pat is the buyer, Raundae is the Manager",425-949-2983,pat@hangar420snohomish.com,Monday - Thursday,,$2.50-1g /$8 - 3.5g/ $30- 14g/ $60 - 28g/,I1,"I1 - Confirmed, cold lead",Seattle Metro,5,standard
Active,true,2025-06-25,HANGAR 420 HWY 99,415238,Lynnwood,"Pat is the buyer, Raundae is the Manager",(425) 361-1592,pat@hangar420snohomish.com,Monday - Thursday,Offered 420 special deals and Greenline - NC,$2.50-1g /$8 - 3.5g/ $30- 14g/ $60 - 28g/,R2,R2 - Active but stale (>90 days),Seattle Metro,7,standard
Active,true,2025-06-30,HANGAR 420 SNOHOMISH,421873,Snohomish,"Pat is the buyer, cindy is manager, Raundae is the buyer",(360) 217-8648,pat@hangar420snohomish.com,Monday - Thursday,"Emailed Pat with account manager contact info and a restock 02.07.25. Talked to a budtender, Pat is super hard to get on the phone, who confirmed his contact info and that he is still the buyer for both locations. 02.21.25",$2.50-1g /$8 - 3.5g/ $30- 14g/ $60 - 28g/,R2,R2 - Active but stale (>90 days),Seattle Metro,7,standard
Temp Closed,true,2025-06-30,Hangar 420 Clearview,421667,Lynnwood,Pat,,pat@hangar420snohomish.com,Monday - Thursday,Emailed on behalf of Pat to the city of Clearview,$2.50-1g /$8 - 3.5g/ $30- 14g/ $60 - 28g/,R1,R1 - Temp Closed,Seattle Metro,6,standard
,true,2025-04-02,HAPPY TIME,354876,Yakima,Jaime Campos is the buyer,(509) 571-1106,happytimeyak509@gmail.com,,Offered 420 special deals and Greenline - NC,$2.501g /$8.50 - 3.5g/ $34 - 14g/ $68 - 28g/ concentrates $8.00 across the board,I2,I2 - Contacted/has notes,Eastern WA,6,unknown
,true,2025-04-02,HAPPY TIME LLC 2,422781,Mount Vernon,Jaime Campos is the buyer,(360) 488-2923,happytimemtvernon@gmail.com,,Offered 420 special deals and Greenline - NC,$2.501g /$8.50 - 3.5g/ $34 - 14g/ $68 - 28g/ concentrates $8.00 across the board,I2,I2 - Contacted/has notes,NW Washington,6,unknown
,true,2025-02-26,HAPPY TIME LLC 3,422138,Pullman,Chester is the Buyer,(509) 334-2788,happytimepullman@gmail.com,,"Talked to Chester who is the new buyer, got his info and we are sending samples. I will also send him some pricing to see if he is interested once the samples get there. 02.26.25",$2.501g /$8.50 - 3.5g/ $34 - 14g/ $68 - 28g/ concentrates $8.00 across the board,I4,I4 - Samples sent,Eastern WA,6,unknown
,true,,HAPPY TREES,424273,Cle Elum,,,pbrice168@gmail.com,,,,I1,"I1 - Confirmed, cold lead",Central WA,1,unknown
,false,,HAPPY TREE,436321,Prosser,,,,,,,I1,I1 - Unconfirmed cold lead,Eastern WA,0,unknown
,true,2025-02-05,HASHTAG Everett,415098,Everett,Becky is the new purchaser,(360) 822-9669,everettpurchasing@betterhashtag.com,everettpurchasing@betterhashtag.com,Dash reached out to us to send ACH informatiion and fill out a questionaire about the company. That was sent in with our contact information. I reached back out to see if there was anything else they needed and if we could send samples. They placed there first order 02.14.25,$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board,I5,I5 - Near order / has ordered,Seattle Metro,7,premium
,true,2025-02-05,HASHTAG Seattle,430562,Seattle,Bailey or Katie are the new purchasers.,(206) 946-8157,seattlepurchasing@betterhashtag.com,seattlepurchasing@betterhashtag.com,Dash reached out to us to send ACH informatiion and fill out a questionaire about the company. That was sent in with our contact information. I reached back out to see if there was anything else they needed and if we could send samples. They placed there first order 02.14.25,$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board,I5,I5 - Near order / has ordered,Seattle Metro,7,premium
,true,2025-02-05,Hashtag cannabis,430254,Redmond,Dasha Lemons  is the buyer -(206)845-3124,(425)256-3148,purchasing@seattlehashtag.com dasha@seattlehashtag.com https://hashtagcannabis.as.me/,https://hashtagcannabis.as.me/,Dash reached out to us to send ACH informatiion and fill out a questionaire about the company. That was sent in with our contact information. I reached back out to see if there was anything else they needed and if we could send samples. They placed there first order 02.14.25,$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board,I5,I5 - Near order / has ordered,Seattle Metro,7,premium
,true,2025-02-24,Have A Heart - Bothell,423536,Bothell,Chris & Mike are the buyer,,bothellpurchasing@haveaheartwa.com,,,,I2,I2 - Contacted/has notes,Seattle Metro,3,unknown
,true,2025-02-24,Have a Heart Skyway,415333,Seattle,Chris & Mike are the buyer,206-258-3331,skywaypurchasing@haveaheartwa.com,,They do take vendor samples and they prefer email over phone - sending them Vendor samples now 11.18.22,,I4,I4 - Samples sent,Seattle Metro,5,unknown
,true,2025-02-24,Have a Heart Belltown,423379,Seattle,Chris & Mike are the buyer,206-588-2436,belltownpurchasing@haveaheartwa.com,,They do take vendor samples and they prefer email over phone,,I4,I4 - Samples sent,Seattle Metro,5,unknown
,true,2025-02-24,Have a Heart Greenwood,421409,Seattle,Chris & Mike are the buyer,206-708-7443,Greenwoodpurchasing@haveaheartwa.com,,They do take vendor samples and they prefer email over phone,,I4,I4 - Samples sent,Seattle Metro,5,unknown
,false,2025-02-24,Have A Heart - Ocean Shores,413798,Ocean Shores,,,,,,,I2,"I2 - Unconfirmed, some contact",Peninsula/Islands,1,unknown
,false,,Herb's House,402039,Seattle,,,,,samples 1.17.20,,I4,I4 - Unconfirmed but samples sent,Seattle Metro,1,unknown
,true,2025-02-25,HERBAL E SCENTS,411970,Colville,,,herbalescents@gmail.com,,Emailed current menu and updated contact to get the ball rolling.,,I2,I2 - Contacted/has notes,Eastern WA,3,unknown
,false,,Herbal Healing,420390,Eastsound,,,,,,,I1,I1 - Unconfirmed cold lead,NW Washington,0,unknown
Active,true,2025-03-06,HERBAL NATION,413683,Bothell,Mitchell Jennings,Store - (425) 486-1111.    Cell # 425-318-2977,1herbalnation@gmail.com,,"Mitchell said he will place an order of blunts and flower today - talked to a budtender who confirmed the contact we have is correct and Mitchell is still the buyer. 02.21.25 Talked with Mitchell who said his store has been incrediblly slow the last 2 months, he is going to push FireLine right now, call him back in 2 weeks and see where we are - possibly up his budget with us and get lowered pricing. 03.06.25","$2.50-1g /$8 - 3.5g/ $32- 14g/ $64 - 28g/   Greenline 14g - $20, 28g - $38.  Budlets - 14g - $22.50, 28g - $45",R2,R2 - Active but stale (>90 days),Seattle Metro,6,standard
Active,true,2025-04-02,HERBAN MARKET,427457,Port Orchard,David Lee is the buyer,(360) 443-2859,herbanmarketlee@gmail.com,any day of the week monday -sunday and during business hrs,Offered 420 special deals and Greenline - NC,$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board,R2,R2 - Active but stale (>90 days),Peninsula/Islands,7,premium
Active,true,2025-06-10,HIGH-5 CANNABIS,421702,Vancouver,Nathon is the buyer,(360) 947-5404,orders@high5cannabis.com  nathon@high5cannabis.com,Monday -thursday?,Reached out to Nathon to see how the sale is going and let him know we are excited to see how the new pricing is going to do. 06.10.25 NC,$2.50-1g /$8.50 - 3.5g/ $34 - 14g/ $68.00 - 28g/,R2,R2 - Active but stale (>90 days),SW Washington,7,standard
Active,true,2025-06-10,High 5 Cannabis,427533,Stevenson,Nathon is the buyer,(509) 219-5038,orders@high5cannabis.com  nathon@high5cannabis.com,Monday -thursday,Reached out to Nathon to see how the sale is going and let him know we are excited to see how the new pricing is going to do. 06.10.25 NC,$2.50-1g /$8.50 - 3.5g/ $34 - 14g/ $68.00 - 28g/,R2,R2 - Active but stale (>90 days),SW Washington,7,standard
,true,2025-03-07,HIGH END MARKET PLACE,429699,Vancouver,,,highendbuyer502@gmail.com,,,,I2,I2 - Contacted/has notes,SW Washington,2,unknown
,false,,HIGH LIFE CANNABIS,430097,Nine Mile Falls,,,,,,,I1,I1 - Unconfirmed cold lead,Other/Unclassified,0,unknown
,false,,HIGH SOCIETY ANACORTES,413534,Anacortes,,(425) 374-3772,,,,,I1,I1 - Unconfirmed cold lead,NW Washington,1,unknown
Active,true,2025-03-06,HIGH SOCIETY,414430,Everett,Savannah or Elias Michael Magliano-White,425-374-3772   206-225-9531,highsocietyeverett@gmail.com,,"Emailed Savannah for a restock, tried calling but no one answered the phone 03.06.25",$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board,R2,R2 - Active but stale (>90 days),Seattle Metro,6,premium
Active,true,2025-10-10,Higher Leaf Bel - Red - Require 48hrs notice for before delivery,425068,Bellevue,Jacob Pollock,425-455-0965,jacob@higherleaf.com  invoices-gtbelred@higherleaf.com,"Higher Leaf BelRed: https://calendly.com/higher-leaf-belred/delivery   Drivers must be on time for their scheduled delivery appointment. If they are running early or late, they need to call the store ahead of time to discuss when they can deliver. If a driver shows up early or late at a store without calling, they may be told to wait or rejected.

If you are delivering to all 5 of our stores, please schedule deliveries with at least 30-60 mins between each delivery. 
If you are coming from South of Bellevue, schedule to drop at our stores in the following order:    HLF → HLE → HLBR → HLK
If you are coming from North of Bellevue, schedule to drop at our stores in the following order:    HLK → HLBR → HLE → HLF
- Require 48hrs notice for before delivery","10.10.25 - RM spoke to Jacob and he said he would be open to meeting and looking at samples next week. He said the $10.00 per 3.5g was a little high but I told him we could negotiate. Planning to follow up with him next week Wednesday. 

Gab was fired. Jacob is the buyer, I talked with him and he told me after 2-3 bad runs with the Fireline brand they are not looking to add it to the mix right now. He said to keep him in the loop and he may reconsider. - WL",,R2,R2 - Active but stale (>90 days),Seattle Metro,6,unknown
Active,true,2025-03-03,Higher Leaf Factoria,421777,Bellevue,Jacob Pollock,425-502-7033,jacob@higherleaf.com invoices-gtfactoria@higherleaf.com,"Higher Leaf Factoria: https://calendly.com/higher-leaf-factoria/delivery  Drivers must be on time for their scheduled delivery appointment. If they are running early or late, they need to call the store ahead of time to discuss when they can deliver. If a driver shows up early or late at a store without calling, they may be told to wait or rejected.


If you are delivering to all 5 of our stores, please schedule deliveries with at least 30-60 mins between each delivery. 
If you are coming from South of Bellevue, schedule to drop at our stores in the following order:    HLF → HLE → HLBR → HLK
If you are coming from North of Bellevue, schedule to drop at our stores in the following order:    HLK → HLBR → HLE → HLF
- Require 48hrs notice for before delivery","Gab was fired. Jacob is the buyer, I talked with him and he told me after 2-3 bad runs with the Fireline brand they are not looking to add it to the mix right now. He said to keep him in the loop and he may reconsider. - WL",,R2,R2 - Active but stale (>90 days),Seattle Metro,6,unknown
Active,true,2025-03-03,Higher leaf Eastside,423000,Bellevue,Jacob Pollock,425-747-5967,jacob@higherleaf.com  invoices-bellevue@higherleaf.com,"Higher Leaf Eastgate: https://calendly.com/higher-leaf-eastgate/delivery  Drivers must be on time for their scheduled delivery appointment. If they are running early or late, they need to call the store ahead of time to discuss when they can deliver. If a driver shows up early or late at a store without calling, they may be told to wait or rejected.


If you are delivering to all 5 of our stores, please schedule deliveries with at least 30-60 mins between each delivery. 
If you are coming from South of Bellevue, schedule to drop at our stores in the following order:    HLF → HLE → HLBR → HLK
If you are coming from North of Bellevue, schedule to drop at our stores in the following order:    HLK → HLBR → HLE → HLF
- Require 48hrs notice for before delivery","Gab was fired. Jacob is the buyer, I talked with him and he told me after 2-3 bad runs with the Fireline brand they are not looking to add it to the mix right now. He said to keep him in the loop and he may reconsider. - WL",,R2,R2 - Active but stale (>90 days),Seattle Metro,6,unknown
