Status,Confirmed:,Last Contacted:,Retailers:,License #,City:,Contact Buyer:,Phone Number:,Email: ,Delivery window:, Notes:,Price Points:
,TRUE,2.24.25,GREEN DREAMS,421642,SNOHOMISH,David is the buyer,(425) 263-9972,greendreamscanna1@gmail.com greendreamscanna@gmail.com,,Talked to David and going to bring him samples asap. - WL,$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board
,TRUE,,Greenfoot Cannabis,431005,Olympia,Ashley is the buyer,(360) 413-3017,buyer@greenfootcannabis.com,,,
,TRUE,2.28.25,Green lady Eastside,415130,Olympia,Joe,(360) 339-6096,joe@greenladymj.com,,Emailed the Green Lady team to gte updated contact information and menu. - WL Got an updated contact for Joe the buyer for both locations.,
,TRUE,2.28.25,Green lady marijuana,423145,Kalama,Joe,,joe@greenladymj.com,,Emailed the Green Lady team to gte updated contact information and menu. - WL Got an updated contact for Joe the buyer for both locations.,
,TRUE,2.28.25,Green lady Marijuana,422578,Lynnwood,Joe,,joe@greenladymj.com,,Emailed the Green Lady team to gte updated contact information and menu. - WL Got an updated contact for Joe the buyer for both locations.,
,TRUE,2.28.25,Green lady Westside,416540,Olympia,Joe,(360) 529-0099,joe@greenladymj.com,,Emailed the Green Lady team to gte updated contact information and menu. - WL Got an updated contact for Joe the buyer for both locations.,
Active,TRUE,02.27.25,Green Leaf,413886,Bellingham,Eric is the buyer ,(360) 525-6500, inventory@abcagencyllc.com,,"This store belongs to Eric with Birch Bay Budz, he is the buyer for both locations. 02.27.25",$2.50-1g /$8.50 - 3.5g/ $34 - 14g/ $68.00 - 28g/  
,FALSE,,Green leaf,414918,Custer,,,,,,
Active,TRUE,05.22.25,GREEN LIFE CANNABIS,414755,WENATCHEE,Kat is the buyer - best way to reach her is her cell# (253) 355-7243,(509) 663-9980,buyer@greenlifecannabis.com,,They are going to do a daily deals for us one day a week with the new pricing and she has requested a top strains list from us that I sent her so she knows what to order. ,$2.50-1g /$8 - 3.5g/ $32- 14g/ $64 - 28g/ 
,TRUE,03.13.25,GREEN ROADS CANNABIS,435732,MOSES LAKE,John Brau is the buyer,509-707-0218,john@greenroadscannabis.com grcinventory@outlook.com,,They are a new client - just ordered - he said the flower did not do to well at this store so he is goitn to skip it this round and only restock on pre rolls and dabs. 03.13.25,$2.50-1g /$9.00 - 3.5g/ $36 - 14g/ $72.00 - 28g/ 
Active,TRUE,02.06.25,GREEN ROOM OH INC.,422103,OAK HARBOR,Kelly is the buyer - Simon is the owner,206-504-8629 -Simon's Cell  (360) 682-5755 - the store,kelley@thegreenroomwa.com,,Called and talked to Simon who is the owner - I emaied them my updated contact info so they can update there records and he was going to pass on the message to Kelly who was with a customer. 02.06.25,$2.50-1g /$8.50 - 3.5g/ $34 - 14g/ $68.00 - 28g/ 
,FALSE,,GREEN RUSH INVESTMENT,422027,AUBURN,,,,,,
,FALSE,,GREEN STOP MT. BAKER,413801,DEMING,,,,,,
,FALSE,,Green Tiki Cannabis,081400,Kingston,,,,,,
,FALSE,,Green Tiki Cannabis,414931,Vancouver,,,,,,
,TRUE,3.05.25,GREEN2GO,410273,KENNEWICK,Rik is the buyer,,rik@g2grec.com,,Talked to Rik. They are having issues and won't be tking on new vendors until the summer. - WL,
,TRUE,3.05.25,GREEN2GO PASCO,437561,PASCO,Rik is the buyer,,rik@g2grec.com,,Talked to Rik. They are having issues and won't be tking on new vendors until the summer. - WL,
,TRUE,3.05.25,GREEN2GO TOKIO,422655,SPRAGUE,Rik is the buyer,,rik@g2grec.com,,Talked to Rik. They are having issues and won't be tking on new vendors until the summer. - WL,
,TRUE,02.11.25,GREENER DAZE CANNABIS,421789,LONGVIEW,Cade is the buyer ,Cell: (360) 839-5057 , info@greendazecannabis.com  - send delivery/link to this email cade@mainstmj.com,Mainstmj.com/vendor-deliveries,Reached out to Cade from mainstreet with new account manager information 02.11.25,
Active,TRUE,09.23.25,GREENFIELD COMPANY CANNABIS MERCANTILE,414356,CLARKSTON,Cat Nieves ,,satoricat@live.com,,placed an order on cultivera 09.23.25,$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board
,TRUE,02.11.25,GREENHAND,420898,SPOKANE,brittany is the buyer ,(509) 919-3470, greenhandspokane@gmail.com,,Emailed to see if we can get back into her store and samples sent to her,$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board
,FALSE,,Greenhouse Group LLC,420407,Kelso,,,,,,
Active,TRUE,02.21.25,GREENLIGHT,415112,MILLWOOD,Colton is the buyer Carli is the GM ,(509) 309-3193 - Colton cell # 509-209-6381,Carli@greenlightspokane.com colton@greenlightspokane.com,Monday - Thursday...no weekends,Emailed them with our new contact info and asked if they would like a restock. Talked to Joe who is the primary buyer and he confimed his email along with giving me Carli and Colton's emails and title. 02.21.25,$2.50-1g /$9.00 - 3.5g/ $36 - 14g/ $72 - 28g/ 
,TRUE,,GREENS ON GOLD,414767,CENTRALIA,Laura - buyer,(360) 807-4052,Greensongold420@gmail.com,,,
,TRUE,2.24.25,GREENSIDE,414295,DES MOINES,Russ,206.878.6470,russ@greensiderec.com,,,
,TRUE,2.24.26,GREENSIDE RECREATIONAL,436502,SEATTLE,Daniel,206.522.4145,daniel@greensiderec.com,,last ordered 11.4.21,
Active,TRUE,02.13.25,GREENVIEW CANNABIS,420400,LONGVIEW,Shawn is the buyer,(360) 353-5445,shawn@marijuanamartwa.com,,Shawn is the buyer for this location and Marijuana Mart Rochester  and the email is correct. 02.13.25,$2.50-1g /$8.50 - 3.5g/ $34 - 14g/ $68.00 - 28g/ 
Active,TRUE,06.04.25,GREENWAY MARIJUANA,413541,PORT ORCHARD,Stephen is the buyer,360-443-6988    360-621-7977 ,stephen@greenwaymarijuana.com,Delivery hrs - Everyday of the week including weekends 8am-11pm,"Emailed Stephen with my updated contact info informing him that Cassandra is no longer here. Talked to Stephen about a restock, he gave me a budget and I put together a $4800.00 order and sent it to him for approval. 02.21.25 Calling Monday to get an order locked in asap. - WL",$2.50-1g /$9.00 - 3.5g/ $36 - 14g/ $72 - 28g/  $10 infused 8 pks and $2.50 infused 2pks
Active,TRUE,02.24.25,GREENWORKS N.W.,413428,SEATTLE,Mason is the new buyer ,(206) 492-5132,Greenworkspurchasing@gmail.com,,"Emailed them asking about a restock, they said they would put in a order soon, just waiting for inventory levels to drop more - confirmed that Mason is the buyer and the email is correct 02.24.25",$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board
,TRUE,02.20.25,GROWERS OUTLET,415124,SOUTH BEND,Sarah is the buyer , (360) 875-8189,growersoutlet1@gmail.com ,,"Emailed Sarah with the new contact info and a reach out for a restock. Called and no one answered the phone, went to an answering machine that was full . 02.20.25 - opens at 10am 02.24.25 - reached out for a restock. 03.04.25",$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board
,TRUE,,Gypsy Green,421900,Chehalis,,,gypsygreens@outlook.com,,,
,TRUE,,GYPSY GREEN,421491,OLYMPIA,,,gypsygreens@outlook.com,,,
,TRUE,,HANGAR 420 Lake RD,422461,Lynnwood,"Pat is the buyer, Raundae is the Manager",425-949-2983,pat@hangar420snohomish.com,Monday - Thursday,,$2.50-1g /$8 - 3.5g/ $30- 14g/ $60 - 28g/ 
Active,TRUE,06.25.25,HANGAR 420 HWY 99,415238,LYNNWOOD,"Pat is the buyer, Raundae is the Manager",(425) 361-1592,pat@hangar420snohomish.com,Monday - Thursday,Offered 420 special deals and Greenline - NC,$2.50-1g /$8 - 3.5g/ $30- 14g/ $60 - 28g/ 
Active,TRUE,06.30.25,HANGAR 420 SNOHOMISH,421873,SNOHOMISH,"Pat is the buyer, cindy is manager, Raundae is the buyer",(360) 217-8648,pat@hangar420snohomish.com,Monday - Thursday,"Emailed Pat with account manager contact info and a restock 02.07.25. Talked to a budtender, Pat is super hard to get on the phone, who confirmed his contact info and that he is still the buyer for both locations. 02.21.25",$2.50-1g /$8 - 3.5g/ $30- 14g/ $60 - 28g/ 
Temp Closed,TRUE,06.30.25,Hangar 420 Clearview,421667,LYNNWOOD,Pat,,pat@hangar420snohomish.com,Monday - Thursday,Emailed on behalf of Pat to the city of Clearview ,$2.50-1g /$8 - 3.5g/ $30- 14g/ $60 - 28g/ 
,TRUE,04.02.25,HAPPY TIME,354876,YAKIMA,Jaime Campos is the buyer ,(509) 571-1106,happytimeyak509@gmail.com,,Offered 420 special deals and Greenline - NC,$2.501g /$8.50 - 3.5g/ $34 - 14g/ $68 - 28g/ concentrates $8.00 across the board
,TRUE,04.02.25,HAPPY TIME LLC 2,422781,MOUNT VERNON,Jaime Campos is the buyer ,(360) 488-2923,happytimemtvernon@gmail.com ,,Offered 420 special deals and Greenline - NC,$2.501g /$8.50 - 3.5g/ $34 - 14g/ $68 - 28g/ concentrates $8.00 across the board
,TRUE,02.26.25,HAPPY TIME LLC 3,422138,PULLMAN,Chester is the Buyer ,(509) 334-2788,happytimepullman@gmail.com,,"Talked to Chester who is the new buyer, got his info and we are sending samples. I will also send him some pricing to see if he is interested once the samples get there. 02.26.25",$2.501g /$8.50 - 3.5g/ $34 - 14g/ $68 - 28g/ concentrates $8.00 across the board
,TRUE,,HAPPY TREES,424273,CLE ELUM,,,pbrice168@gmail.com,,,
,FALSE,,HAPPY TREE,436321,PROSSER,,,,,,
,TRUE,02.05.25,HASHTAG Everett,415098,EVERETT,Becky is the new purchaser,(360) 822-9669,everettpurchasing@betterhashtag.com,everettpurchasing@betterhashtag.com,Dash reached out to us to send ACH informatiion and fill out a questionaire about the company. That was sent in with our contact information. I reached back out to see if there was anything else they needed and if we could send samples. They placed there first order 02.14.25,$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board
,TRUE,02.05.25,HASHTAG Seattle,430562,SEATTLE,Bailey or Katie are the new purchasers.,(206) 946-8157,seattlepurchasing@betterhashtag.com,seattlepurchasing@betterhashtag.com,Dash reached out to us to send ACH informatiion and fill out a questionaire about the company. That was sent in with our contact information. I reached back out to see if there was anything else they needed and if we could send samples. They placed there first order 02.14.25,$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board
,TRUE,02.05.25,Hashtag cannabis,430254,Redmond,Dasha Lemons  is the buyer -(206)845-3124,(425)256-3148,purchasing@seattlehashtag.com dasha@seattlehashtag.com https://hashtagcannabis.as.me/,https://hashtagcannabis.as.me/,Dash reached out to us to send ACH informatiion and fill out a questionaire about the company. That was sent in with our contact information. I reached back out to see if there was anything else they needed and if we could send samples. They placed there first order 02.14.25,$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board
,TRUE,2.24.25,Have A Heart - Bothell,423536,BOTHELL,Chris & Mike are the buyer,,bothellpurchasing@haveaheartwa.com,,,
,TRUE,2.24.25,Have a Heart Skyway,415333,Seattle,Chris & Mike are the buyer,206-258-3331,skywaypurchasing@haveaheartwa.com,,They do take vendor samples and they prefer email over phone - sending them Vendor samples now 11.18.22,
,TRUE,2.24.25,Have a Heart Belltown,423379,Seattle,Chris & Mike are the buyer,206-588-2436,belltownpurchasing@haveaheartwa.com,,They do take vendor samples and they prefer email over phone,
,TRUE,2.24.25,Have a Heart Greenwood,421409,Seattle,Chris & Mike are the buyer,206-708-7443,Greenwoodpurchasing@haveaheartwa.com,,They do take vendor samples and they prefer email over phone,
,FALSE,2.24.25,Have A Heart - Ocean Shores,413798,Ocean Shores,,,,,,
,FALSE,,Herb's House,402039,Seattle,,,,,samples 1.17.20,
,TRUE,2.25.25,HERBAL E SCENTS,411970,COLVILLE,,,herbalescents@gmail.com,,Emailed current menu and updated contact to get the ball rolling.,
,FALSE,,Herbal Healing,420390,Eastsound,,,,,,
Active,TRUE,03.06.25,HERBAL NATION,413683,BOTHELL,Mitchell Jennings  ,Store - (425) 486-1111.    Cell # 425-318-2977,1herbalnation@gmail.com,,"Mitchell said he will place an order of blunts and flower today - talked to a budtender who confirmed the contact we have is correct and Mitchell is still the buyer. 02.21.25 Talked with Mitchell who said his store has been incrediblly slow the last 2 months, he is going to push FireLine right now, call him back in 2 weeks and see where we are - possibly up his budget with us and get lowered pricing. 03.06.25","$2.50-1g /$8 - 3.5g/ $32- 14g/ $64 - 28g/   Greenline 14g - $20, 28g - $38.  Budlets - 14g - $22.50, 28g - $45"
Active,TRUE,04.02.25,HERBAN MARKET,427457,PORT ORCHARD,David Lee is the buyer ,(360) 443-2859,herbanmarketlee@gmail.com,any day of the week monday -sunday and during business hrs,Offered 420 special deals and Greenline - NC,$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board
Active,TRUE,06.10.25,HIGH-5 CANNABIS,421702,VANCOUVER,Nathon is the buyer ,(360) 947-5404 ,orders@high5cannabis.com  nathon@high5cannabis.com,Monday -thursday?,Reached out to Nathon to see how the sale is going and let him know we are excited to see how the new pricing is going to do. 06.10.25 NC,$2.50-1g /$8.50 - 3.5g/ $34 - 14g/ $68.00 - 28g/ 
Active,TRUE,06.10.25,High 5 Cannabis,427533,Stevenson,Nathon is the buyer ,(509) 219-5038,orders@high5cannabis.com  nathon@high5cannabis.com,Monday -thursday,Reached out to Nathon to see how the sale is going and let him know we are excited to see how the new pricing is going to do. 06.10.25 NC,$2.50-1g /$8.50 - 3.5g/ $34 - 14g/ $68.00 - 28g/ 
,TRUE,03.07.25,HIGH END MARKET PLACE,429699,VANCOUVER,,,highendbuyer502@gmail.com,,,
,FALSE,,HIGH LIFE CANNABIS,430097,NINE MILE FALLS,,,,,,
,FALSE,,HIGH SOCIETY ANACORTES,413534,ANACORTES,,(425) 374-3772,,,,
Active,TRUE,03.06.25,HIGH SOCIETY,414430,EVERETT,Savannah or Elias Michael Magliano-White,425-374-3772   206-225-9531,highsocietyeverett@gmail.com ,,"Emailed Savannah for a restock, tried calling but no one answered the phone 03.06.25",$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board
Active,TRUE,10.10.25,Higher Leaf Bel - Red - Require 48hrs notice for before delivery,425068,Bellevue,Jacob Pollock,425-455-0965,jacob@higherleaf.com  invoices-gtbelred@higherleaf.com ,"Higher Leaf BelRed: https://calendly.com/higher-leaf-belred/delivery   Drivers must be on time for their scheduled delivery appointment. If they are running early or late, they need to call the store ahead of time to discuss when they can deliver. If a driver shows up early or late at a store without calling, they may be told to wait or rejected.

If you are delivering to all 5 of our stores, please schedule deliveries with at least 30-60 mins between each delivery. 
If you are coming from South of Bellevue, schedule to drop at our stores in the following order:    HLF → HLE → HLBR → HLK
If you are coming from North of Bellevue, schedule to drop at our stores in the following order:    HLK → HLBR → HLE → HLF
- Require 48hrs notice for before delivery","10.10.25 - RM spoke to Jacob and he said he would be open to meeting and looking at samples next week. He said the $10.00 per 3.5g was a little high but I told him we could negotiate. Planning to follow up with him next week Wednesday. 

Gab was fired. Jacob is the buyer, I talked with him and he told me after 2-3 bad runs with the Fireline brand they are not looking to add it to the mix right now. He said to keep him in the loop and he may reconsider. - WL",
Active,TRUE,3.3.25,Higher Leaf Factoria ,421777,Bellevue,Jacob Pollock,425-502-7033,jacob@higherleaf.com invoices-gtfactoria@higherleaf.com,"Higher Leaf Factoria: https://calendly.com/higher-leaf-factoria/delivery  Drivers must be on time for their scheduled delivery appointment. If they are running early or late, they need to call the store ahead of time to discuss when they can deliver. If a driver shows up early or late at a store without calling, they may be told to wait or rejected.


If you are delivering to all 5 of our stores, please schedule deliveries with at least 30-60 mins between each delivery. 
If you are coming from South of Bellevue, schedule to drop at our stores in the following order:    HLF → HLE → HLBR → HLK
If you are coming from North of Bellevue, schedule to drop at our stores in the following order:    HLK → HLBR → HLE → HLF
- Require 48hrs notice for before delivery","Gab was fired. Jacob is the buyer, I talked with him and he told me after 2-3 bad runs with the Fireline brand they are not looking to add it to the mix right now. He said to keep him in the loop and he may reconsider. - WL",
Active,TRUE,3.3.25,Higher leaf Eastside,423000,Bellevue,Jacob Pollock,425-747-5967,jacob@higherleaf.com  invoices-bellevue@higherleaf.com ,"Higher Leaf Eastgate: https://calendly.com/higher-leaf-eastgate/delivery  Drivers must be on time for their scheduled delivery appointment. If they are running early or late, they need to call the store ahead of time to discuss when they can deliver. If a driver shows up early or late at a store without calling, they may be told to wait or rejected.


If you are delivering to all 5 of our stores, please schedule deliveries with at least 30-60 mins between each delivery. 
If you are coming from South of Bellevue, schedule to drop at our stores in the following order:    HLF → HLE → HLBR → HLK
If you are coming from North of Bellevue, schedule to drop at our stores in the following order:    HLK → HLBR → HLE → HLF
- Require 48hrs notice for before delivery","Gab was fired. Jacob is the buyer, I talked with him and he told me after 2-3 bad runs with the Fireline brand they are not looking to add it to the mix right now. He said to keep him in the loop and he may reconsider. - WL",
Active,TRUE,3.3.25,Higher leaf - Kirkland,422218,Kirkland,Jacob Pollock,425-820-5967,jacob@higherleaf.com invoice@higherleaf.com ,"Higher Leaf Kirkland: https://calendly.com/kirkland-willows/delivery  Drivers must be on time for their scheduled delivery appointment. If they are running early or late, they need to call the store ahead of time to discuss when they can deliver. If a driver shows up early or late at a store without calling, they may be told to wait or rejected.


If you are delivering to all 5 of our stores, please schedule deliveries with at least 30-60 mins between each delivery. 
If you are coming from South of Bellevue, schedule to drop at our stores in the following order:    HLF → HLE → HLBR → HLK
If you are coming from North of Bellevue, schedule to drop at our stores in the following order:    HLK → HLBR → HLE → HLF
- Require 48hrs notice for before delivery","Gab was fired. Jacob is the buyer, I talked with him and he told me after 2-3 bad runs with the Fireline brand they are not looking to add it to the mix right now. He said to keep him in the loop and he may reconsider. - WL",
,TRUE,3.6.25,HOUSE OF CANNABIS - TACOMA,434402,TACOMA,Mike,,mike@houseofcannabis420.com Tacoma@hoc420.com,,"Emailed Mike today to get the ball rolling on orders, going to see what we can do get into all locations! - WL",
,TRUE,3.14.25,HOUSE OF CANNABIS - TONASKET,422454,TONASKET,,,Tonasket@hoc420.com,,,
,TRUE,3.14.25,HOUSE OF CANNABIS - TWISP,400085,TWISP,,,Twisp@hoc420.com,,,
,TRUE,3.14.25,HOUSE OF CANNABIS - WHIDBEY,422457,GREENBANK,,,whidbey@hoc420.com,,,
,FALSE,,hwy 420,413843,Bremerton,,,,,,
,FALSE,,HWY 420,437434,POULSBO,,,,,,
,FALSE,,HWY 420,413427,SILVERDALE,,,,,,
,FALSE,,HYPEHERBALLY,425498,LYNNWOOD,,,,,,
,TRUE,,I-90 Greenhouse (it is lit),423203,Ritzville,,,i90greenhouse@gmail.com,,,
Active,TRUE,05.07.25,III KING COMPANY,414750,SEATTLE,Rosie is the buyer,(206) 453-3445, iiikingseattle@gmail.com,,Reached out to Rosie to see what we can do to get back in the store 03.04.25,$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board
,FALSE,,ISLAND HERB,413727,FREELAND,,,,,,
,FALSE,,ISSAQUAH CANNABIS COMPANY,414867,ISSAQUAH,,,,,,
,TRUE,,JET CANNABIS,414753,EVERETT,Andy is the buyer,,admin@jetcannabis.com,,"Sample request sent, they would be good to get into 02.11.25",$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board
,FALSE,,KAHD HOLDING,437823,TUKWILA,,,,,,
Active,TRUE,3.20.25,KALEAFA,414345,ABERDEEN,"Cassie is the buyer, Jason also is the buyer",(360) 637-8018  ,Aberdeenvendors@kaleafa.com Cassie@Kaleafa.com,Delivery Tues-Fri 9am-3pm - requires 48hrs notice for payment to be ready,"David emailed me with all the updated store contacts.  as I did the same 02.10.25. Talked to David, going to offer a sale price on flower and products to get the ball rolling until Greenline is in the mix. Meeting with managers tomorrw to go over products and orders. Should have some in the next couple days. - WL",$2.50-1g /$8.50 - 3.5g/ $34 - 14g/ $68.00 - 28g/ 
Active,TRUE,3.20.25,KALEAFA,429441,DES MOINES,David is the buyer , (206) 460-0503,david@kaleafa.com desmoinesvendors@kaleafa.com,Deliveries: Accepted Monday through Friday 8am-4pm - requires 48hrs notice for payment to be ready,"David emailed me with all the updated store contacts.  as I did the same 02.10.25. Talked to David, going to offer a sale price on flower and products to get the ball rolling until Greenline is in the mix. Meeting with managers tomorrw to go over products and orders. Should have some in the next couple days. - WL",$2.50-1g /$8.50 - 3.5g/ $34 - 14g/ $68.00 - 28g/ 
Active,TRUE,3.20.25,KALEAFA,417643,OAK HARBOR,Sean is the buyer ,(360) 682-2420,sean@kaleafa.com,Delivery Tues-Fri 9am-3pm - requires 48hrs notice for payment to be ready,"David emailed me with all the updated store contacts.  as I did the same 02.10.25. Talked to David, going to offer a sale price on flower and products to get the ball rolling until Greenline is in the mix. Meeting with managers tomorrw to go over products and orders. Should have some in the next couple days. - WL",$2.50-1g /$8.50 - 3.5g/ $34 - 14g/ $68.00 - 28g/ 
,TRUE,,KARMA CANNABIS,421168,SEQUIM,Sean Jones is the operations manager,,karmacannabisllc@yahoo.com,,,
,FALSE,,KING CRONIC,425925,YELM,,,,,,
Active,TRUE,02.24.25,KITSAP CANNABIS PORT ORCHARD,435420,PORT ORCHARD,Raymond Alloway - please contact thru email,(360) 443-2030,therealkitsapcannabis@gmail.com,,This is Jose's account,$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/  
,FALSE,temp. closed,KITSAP CANNABIS Bremerton,437783,Bremerton,,,,,,
,TRUE,,KUSH Kirkland,420336,KIRKLAND,Marco is the buyer,(425) 828-9999,Orders@kushkirkland.com,,Reached out to Marco about getting some product back in his store and some samples and stickers to them for the budtender and customers,$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board
,TRUE,02.13.25,KUSHKLUB,430737,SHORELINE, Derrick and Emily are the buyers ,206-403-1757, kushklubshoreline@gmail.com,,Talked to a budtender who let me know that emily and now Derrick are the purchasing managers and the email is still the same. They do take samples anytime.  02.13.25,$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board
,FALSE,03.05.25,KUSH POINTE,421630,MUKILTEO,Jeff is the buyer ,(425) 322-4799,kushpointe@gmail.com,,Talked to Lynn who is a budtender  - he updated me with the new buyer who is Jeff and confirmed the email we have on file- they would like samples 02.13.25 Reached back out to see how they liked the smaples and to get an order going! I also offered lower price point if they carry all the sku's 03.05.25,$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board
,FALSE,02.13.25,KUSH 21 128th,425493,EVERETT,Angela is the buyer ,(425) 322-3607,everett128th@kush21.com,,Talked to Angela and set up a vendor day for Feb 20th from 3-6pm,$2.50 1g/ $8.00- 3.5g/ $32 - 14g/ $64-28g/ $8 on all concentrates All budlets $22.50 14gs and $45 28g
Active,TRUE,09.18.25,KUSH 21 BUCKLEY LLC,424751,BUCKLEY,Nicole is the buyer ,360-761-7540,buckley@kush21.com buckleyinventory@kush21.com,https://buckley-4.youcanbook.me/,"Talkedt to Budtender who confirmed buyer and email, I introducted myself 02.13.25",$2.50 1g/ $8.00- 3.5g/ $32 - 14g/ $64-28g/ $8 on all concentrates All budlets $22.50 14gs and $45 28g
Active,TRUE,10.10.25,Kush 21 Burien - (LIVING WELL ENTERPRISES),420741,BURIEN,Brandon is the buyer   Michelle is Regional Inventory Manager,206-402-6955 - store  Brandon's Cell # (808)276-5261,inventory@Kush21.com  Michelle@Kush21.com Michelle's Cell #  (425) 208-9394 - Regional Manager,https://kush21burien.youcanbook.me/,"10.22.2025 - Sent Michale a Text Message to see if he is available to meet next week Friday, 10.17.2025 to discuss a partnership between Fireline and all Kush21 locations.

Talked with Brandon who is the new Purchasing Manager, he will be placing an order very soon and gave me his personal cell to contact him on. 02.13.25",$2.50 1g/ $8.00- 3.5g/ $32 - 14g/ $64-28g/ $8 on all concentrates All budlets $22.50 14gs and $45 28g
Active,FALSE,02.13.25,Kush 21 Everett - Evergreen way     (KUSHMAN),426731,EVERETT,Amber is the buyer ,(425) 512-0182,everettevergreeninventory@kush21.com,https://everettevergreenkush21.youcanbook.me,Called but Amber was in a meeting with the big guy - will try again later but confirmed she is the buyer and correct email on fire 02.13.25,$2.50 1g/ $8.00- 3.5g/ $32 - 14g/ $64-28g/ $8 on all concentrates All budlets $22.50 14gs and $45 28g
,FALSE,07.09.25,Kush 21 Lynnwood.  KUSHMAN,421552,LYNNWOOD,Gabrielle (Gabby) is the buyer for now - soon to be John,(425) 245-7242 Store - Gabby cell # 425-512-9650,Lynnwood@Kush21.com,https://lynnwoodkush21.youcanbook.me/,Emailed the buyer my new account manager information 02.11.25. Talked to Gabby - Got updated contact info for Kush 21 Lynnwood - they have a new buyer Gabby who is requesting a budget for us next week and set up a vendor day 02.12.25,$2.50 1g/ $8.00- 3.5g/ $32 - 14g/ $64-28g/ $8 on all concentrates All budlets $22.50 14gs and $45 28g
,FALSE,02.13.25,Kush 21 Mukilteo.  KUSHMAN'S,431271,MUKILTEO,Duane Smith is the buyer ,(425) 903-4554 - Store  Duane cell # (425) 791-1243,Mukilteo@kush21.com,https://mukilteoinventory.youcanbook.me/,Talked to Duane who is the new purchasing Manager and he gave me his cell phone to call if I need anything from him 02.13.25,$2.50 1g/ $8.00- 3.5g/ $32 - 14g/ $64-28g/ $8 on all concentrates All budlets $22.50 14gs and $45 28g
,TRUE,07.09.25,Lidz Cannabis  Kush 21 North (SAMUEL ENTERPRISES LLC),414520,EVERETT,Gordon is the buyer,425-374-7029   ,EverettNorthInventory@kush21.com,https://kush21everettnorth.youcanbook.me/,Talked to Gordon who is the purchasing manager - it is Kush 21 Everett North now and our contact info is correct. He can be reached by email or phone 02.13.25,$2.50 1g/ $8.00- 3.5g/ $32 - 14g/ $64-28g/ $8 on all concentrates All budlets $22.50 14gs and $45 28g
Active,TRUE,09.19.25,Kush 21 SODO,423754,SEATTLE,Spencer is inventory manager,,nicole@kush21.com sodoinventory@kush21.com,https://sodo-9.youcanbook.me/,,$2.50-1g /$8.00 - 3.5g/ $30 - 14g/ $60.00 - 28g/  - all live resin is $7.  budlets are $40 for 28g. $20.00 for 14g budlets
,TRUE,02.13.25,Kush 21 Tacoma  (GREEN CORNERS TACOMA LLC),420785,TACOMA,"Jordan is the buyer, Patrick is the Regional Purchaser, Latoya is the store manager",(253) 267-5428,inventorytacoma@mylocalroots.com,kush21tacoma.youcanbook.me,"Talked to latoya who gave me the buyer information for this location and confirmed the email address - Jordan is the buyer, Patrick is the regional purchaser and Latoya is the store manager 02.13.25",$2.50 1g/ $8.00- 3.5g/ $32 - 14g/ $64-28g/ $8 on all concentrates All budlets $22.50 14gs and $45 28g
,TRUE,02.13.25,Kush 21 Yakima. LOCAL ROOTS,422336,YAKIMA,Arty is the buyer ,(509)-426-2436 -Store. Arty cell # (509) 728-0630,Yakima@Kush21.com. Inventory manager is Inventoryyakima@kush21.com,https://inventoryyakima-5.youcanbook.me/,"Called and talked to Arty who is still the buyer, Introduced myself and got updated phone number - they are changing over there POS system and that will be completed on the 18th, he is also going to Japan for 10 days on Feb 21st and will be back March 3rd so he will reach out with a new order beginning of March 02.13.25",$2.50 1g/ $8.00- 3.5g/ $32 - 14g/ $64-28g/ $8 on all concentrates All budlets $22.50 14gs and $45 28g
,TRUE,,Kush 21 VASHON TIMES,414454,VASHON ISLAND,Jewels Calson - General manager and purchaser,(206) 259-3121,Jewels Calson - General manager  manager@vashontimes21.com,,,$2.50 1g/ $8.00- 3.5g/ $32 - 14g/ $64-28g/ $8 on all concentrates All budlets $22.50 14gs and $45 28g
